Ensembl_gene_id_a	Ensembl_gene_id_b	in_screen_1	in_screen_2	in_screen_3	in_screen_4	in_screen_5	in_screen_6	in_screen_7	in_screen_8	in_screen_9	in_assay_v1	in_assay_v2	in_assay_v3
ENSG00000002834	ENSG00000140320	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000141013	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000143013	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000149658	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000152102	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000153060	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000156735	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000157110	0	1	0	0	0	1	0	0	0	1	1	0
ENSG00000002834	ENSG00000160973	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000161992	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000162148	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000162881	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000163060	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000163499	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000164438	0	0	0	0	1	0	1	0	1	0	1	1
ENSG00000002834	ENSG00000166831	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000167123	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000167615	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000167889	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000167987	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000169813	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000174279	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000175294	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000176105	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000176125	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000177613	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000179455	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000002834	ENSG00000179933	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000002834	ENSG00000183230	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000183283	1	1	1	1	0	0	0	0	0	1	1	0
ENSG00000002834	ENSG00000185359	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000186153	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000186925	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000186930	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000186967	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000187766	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000188021	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000188493	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000188747	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000196843	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000197191	1	1	1	1	0	0	1	1	0	1	1	1
ENSG00000002834	ENSG00000197683	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000198218	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000204918	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000204919	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000206052	0	0	0	1	1	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000206538	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000212899	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000212900	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000212933	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000002834	ENSG00000227151	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000229665	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000234278	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000244025	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000002834	ENSG00000269190	0	0	0	0	1	0	0	0	1	0	1	1
ENSG00000002919	ENSG00000004838	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000002919	ENSG00000105404	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000002919	ENSG00000115255	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000002919	ENSG00000115593	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000002919	ENSG00000123119	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000002919	ENSG00000143499	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000002919	ENSG00000168070	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000002919	ENSG00000170540	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000002919	ENSG00000174851	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000002919	ENSG00000177519	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000002933	ENSG00000090661	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000002933	ENSG00000105369	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000002933	ENSG00000106565	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002933	ENSG00000113845	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000002933	ENSG00000122033	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000002933	ENSG00000135052	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000002933	ENSG00000141699	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000002933	ENSG00000145284	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000002933	ENSG00000148110	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000002933	ENSG00000164626	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000002933	ENSG00000166224	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000002933	ENSG00000213593	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000003056	ENSG00000081721	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000003056	ENSG00000126777	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000003056	ENSG00000166002	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000003056	ENSG00000171840	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000003056	ENSG00000196329	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000003402	ENSG00000056558	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000003756	ENSG00000103150	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000003987	ENSG00000104643	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000003987	ENSG00000134480	0	0	0	1	0	0	0	0	1	0	1	1
ENSG00000004059	ENSG00000132744	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000004059	ENSG00000178498	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000004142	ENSG00000080572	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000004142	ENSG00000106153	0	0	0	0	0	0	1	0	1	0	0	1
ENSG00000004142	ENSG00000177674	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004399	ENSG00000120075	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000004478	ENSG00000174842	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000051128	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000061337	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000076604	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000094796	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000100065	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000100109	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000101624	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000103154	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000103852	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000004487	ENSG00000104964	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000004487	ENSG00000105717	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000004487	ENSG00000110330	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000116044	1	0	0	1	0	0	0	0	0	1	1	0
ENSG00000004487	ENSG00000117625	0	1	1	1	0	0	0	0	0	1	1	0
ENSG00000004487	ENSG00000118194	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000004487	ENSG00000120860	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000121058	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000123349	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000131738	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000136997	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000004487	ENSG00000139722	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000140481	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000140859	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000141013	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000141425	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000143514	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000148572	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000151575	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000153179	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000154127	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000004487	ENSG00000159289	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000163126	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000004487	ENSG00000163611	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000164304	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000165669	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000004487	ENSG00000166037	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000004487	ENSG00000166860	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000167110	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000169758	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000170264	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000171346	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000175455	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000179562	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000182473	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000196859	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000197079	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000204889	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000214717	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000004487	ENSG00000234616	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000273136	1	0	0	0	1	0	0	0	0	1	1	0
ENSG00000004534	ENSG00000166974	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000004777	ENSG00000197191	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000004779	ENSG00000072201	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000004779	ENSG00000075420	0	0	0	1	0	0	0	1	0	0	1	1
ENSG00000004779	ENSG00000103043	1	1	1	0	0	0	0	0	0	1	0	0
ENSG00000004779	ENSG00000104147	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000004779	ENSG00000104756	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000004779	ENSG00000105327	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000004779	ENSG00000106263	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000004779	ENSG00000106459	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000004779	ENSG00000119705	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000004779	ENSG00000119725	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000004779	ENSG00000124191	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000004779	ENSG00000131931	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000004779	ENSG00000135363	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000004779	ENSG00000139714	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000004779	ENSG00000141965	0	0	0	0	0	1	0	0	0	0	1	0
